마바, 98, 155
라하, 58, 143
차하, 44, 171
라차, 64, 199
라타, 92, 196
차차, 69, 149
사라, 85, 187
하마, 88, 175
나가, 90, 175
사자, 58, 195
마라, 66, 144
바마, 50, 142
가사, 65, 167
마다, 70, 145
파가, 51, 144
자가, 65, 195
타마, 78, 143
마다, 47, 155
나차, 40, 152
마하, 84, 142
아다, 72, 168
파가, 60, 160
나가, 50, 167
파나, 89, 171
나하, 92, 156
하차, 45, 194
가타, 63, 168
카마, 67, 150
타타, 46, 154
가마, 59, 165
아사, 57, 189
나카, 74, 176
타다, 51, 188
바다, 73, 197
타다, 99, 197
카사, 77, 199
자하, 53, 176
카타, 85, 191
차가, 65, 145
차자, 81, 146
타타, 54, 176
카다, 41, 147
마타, 95, 189
아아, 85, 151
다마, 84, 140
파라, 50, 187
사라, 78, 143
아가, 44, 142
카다, 68, 174
다다, 68, 154
카가, 80, 187
차아, 73, 157
마라, 42, 192
카하, 50, 142
타차, 48, 154
타바, 81, 163
다파, 96, 183
카차, 50, 161
바라, 79, 196
마라, 51, 165
바나, 97, 160
아가, 85, 189
라다, 61, 185
자라, 48, 163
사파, 91, 152
카바, 49, 156
사차, 65, 156
라사, 43, 187
차마, 86, 171
타마, 91, 140
타하, 60, 183
타가, 96, 188
바다, 88, 199
사마, 75, 151
자카, 88, 159
다파, 51, 172
가아, 61, 187
타다, 52, 146
다바, 42, 149
하파, 64, 170
가아, 85, 164
자가, 76, 174
파사, 92, 182
하자, 54, 180
라아, 95, 173
라가, 42, 145
사마, 41, 167
카마, 68, 169
다차, 53, 140
아라, 82, 153
하바, 62, 192
차다, 54, 197
가타, 57, 191
나카, 41, 176
타자, 82, 186
아자, 79, 156
다자, 53, 183
아다, 74, 187
바바, 62, 170
자카, 66, 144
라가, 63, 153
자아, 76, 194
자라, 79, 183
나파, 84, 147
타자, 84, 145
하아, 53, 148
파다, 65, 143
가라, 99, 169
다카, 86, 186
파아, 55, 152
아차, 88, 140
카사, 96, 199
카파, 92, 144
파다, 81, 142
나나, 64, 191
사파, 86, 179
카하, 80, 180
라사, 81, 148
자바, 64, 160
마바, 78, 156
라라, 92, 146
나다, 95, 190
차카, 55, 199
아라, 47, 191
파다, 84, 197
하카, 62, 182
사마, 93, 160
카가, 64, 142
라자, 75, 185
하다, 70, 176
나라, 60, 160
바자, 42, 163
파라, 85, 180
아마, 98, 193
가파, 88, 179
가파, 99, 156
바하, 92, 147
타라, 56, 188
아다, 92, 185
차바, 59, 153
다파, 88, 185
라차, 66, 160
다가, 70, 141
자차, 83, 156
차차, 66, 185
아하, 44, 185
아다, 86, 192
바바, 58, 158
카차, 50, 140
사다, 87, 148
파자, 60, 178
라파, 51, 182
자다, 48, 196
카파, 62, 173
자자, 80, 154
사사, 56, 193
사나, 89, 158
차아, 87, 174
카라, 83, 169
마나, 82, 180
차차, 72, 195
다마, 44, 158
마타, 61, 185
자나, 68, 147
라아, 70, 191
하다, 56, 140
가다, 52, 154
가하, 89, 143
차사, 54, 185
가자, 78, 163
나타, 69, 152
가다, 46, 171
가사, 81, 196
타자, 92, 173
차아, 43, 147
사바, 76, 145
아라, 79, 146
사사, 78, 147
차타, 81, 189
다마, 67, 167
사바, 46, 194
가라, 63, 173
마라, 68, 190
타가, 99, 170
타카, 69, 174
라아, 99, 170
마나, 49, 158
다자, 94, 186
사가, 66, 160
타마, 94, 166
가사, 82, 178
가파, 76, 192
바가, 91, 162
바바, 47, 165
다타, 86, 167
카하, 94, 173
카카, 57, 143
마파, 70, 161
가다, 99, 182
타마, 76, 181
타다, 82, 172
카다, 61, 151
사하, 49, 164
바다, 86, 196
차가, 53, 183
나나, 93, 184
사아, 84, 190
카사, 43, 158
마타, 49, 175
자타, 57, 141
다카, 55, 168
나자, 87, 146
라카, 45, 148
나가, 48, 157
라타, 54, 150
사파, 63, 146
파다, 58, 180
카카, 48, 179
마다, 41, 198
다차, 77, 142
사나, 58, 197
하타, 80, 193
타자, 74, 175
다사, 74, 152
하가, 86, 165
카차, 79, 152
마파, 49, 197
파바, 58, 189
나라, 94, 181
사바, 48, 154
차카, 90, 157
사하, 67, 196
하가, 90, 161
파가, 98, 162
타사, 56, 168
바나, 44, 148
바다, 67, 177
바파, 45, 158
아타, 74, 163
라라, 82, 151
나바, 80, 170
바아, 67, 196
차마, 42, 184
아타, 79, 141
자다, 81, 192
다카, 74, 182
마파, 87, 181
라다, 61, 191
다바, 58, 162
가차, 90, 141
타아, 80, 194
라사, 67, 150
카라, 74, 197
다마, 98, 172
카사, 80, 146
가아, 74, 162
다마, 64, 154
나차, 89, 181
차마, 49, 156
나라, 48, 197
다마, 98, 157
파하, 80, 149
카나, 44, 162
라카, 79, 152
마마, 98, 164
사나, 93, 160
가차, 90, 164
라차, 72, 185
카타, 40, 156
하타, 90, 177
차가, 59, 158
라아, 88, 154
하아, 43, 174
아라, 45, 169
아차, 62, 144
라아, 53, 162
사하, 74, 165
바하, 63, 190
하카, 58, 144
다파, 40, 147
차자, 73, 197
라가, 74, 165
가아, 91, 153
라아, 81, 152
마바, 64, 175
바바, 84, 147
다사, 81, 154
타사, 47, 182
차자, 99, 151
마타, 82, 169
하아, 85, 176
나다, 56, 190
마아, 56, 144
다하, 45, 186
나아, 54, 195
자라, 41, 168
차가, 68, 163
차나, 46, 198
라바, 59, 140
카가, 81, 181
타하, 98, 161
파바, 56, 154
타자, 50, 171
차카, 76, 187
하자, 45, 175
라나, 77, 194
다타, 74, 151
차다, 81, 172
다차, 46, 189
라아, 89, 179
파사, 71, 156
나차, 44, 143
하하, 82, 160
가바, 94, 148
바나, 74, 167
차카, 78, 160
자하, 48, 183
카나, 53, 141
타라, 56, 155
마자, 93, 188
차바, 60, 152
마나, 48, 195
나자, 69, 144
바차, 40, 153
카차, 78, 155
마다, 67, 153
다가, 74, 161
가나, 48, 148
사라, 89, 176
하가, 93, 157
다카, 54, 161
카라, 96, 150
아하, 53, 161
자타, 74, 165
마차, 41, 189
다타, 93, 190
파바, 45, 184
자라, 86, 144
자파, 84, 153
하사, 87, 163
가하, 65, 198
카바, 88, 172
바아, 84, 177
파자, 73, 161
가타, 90, 143
사다, 72, 180
자카, 85, 158
자아, 58, 151
카다, 97, 164
카아, 57, 165
타파, 62, 171
나타, 98, 182
나타, 93, 163
다카, 91, 144
다라, 55, 157
사카, 49, 190
마하, 43, 170
마파, 52, 177
카파, 53, 193
아나, 73, 167
마아, 66, 191
라마, 82, 170
카타, 68, 160
자나, 74, 176
다하, 86, 145
자파, 57, 159
가가, 59, 171
사라, 69, 175
아파, 58, 165
마라, 46, 140
바카, 91, 188
사라, 66, 188
카바, 55, 176
사바, 46, 154
마나, 50, 182
가가, 95, 157
나하, 46, 191
사마, 58, 173
아마, 59, 166
나사, 76, 163
하가, 76, 146
다사, 48, 199
파아, 96, 196
파파, 49, 142
하나, 95, 140
사아, 81, 157
가파, 98, 144
가가, 79, 180
하차, 99, 143
바나, 59, 198
차파, 40, 148
파타, 74, 158
사카, 74, 169
타파, 70, 149
타다, 83, 190
라카, 62, 154
사마, 41, 186
바아, 80, 165
나파, 99, 143
가바, 60, 159
카사, 60, 165
파사, 61, 174
나사, 84, 179
자마, 65, 143
타파, 40, 159
마자, 83, 161
라하, 79, 147
자나, 64, 162
라카, 40, 159
카가, 70, 178
사차, 58, 173
사사, 77, 170
파라, 42, 181
카다, 75, 145
나다, 64, 142
바차, 73, 188
나타, 92, 175
타바, 76, 196
타자, 71, 155
나차, 71, 146
파차, 98, 197
다카, 85, 171
타차, 77, 195
타다, 98, 180
바바, 63, 177
바가, 41, 180
파자, 81, 166
하하, 45, 169
아바, 41, 155
타라, 72, 152
사라, 60, 175
가라, 44, 145
파파, 49, 173
사자, 83, 155
가타, 78, 153
바자, 62, 190
가다, 57, 199
파차, 89, 177
가하, 53, 146
카카, 49, 144
자바, 65, 149
바카, 78, 186
라사, 49, 151
다카, 85, 153
사사, 60, 140
카라, 79, 196
라다, 65, 165
나파, 81, 181
아라, 46, 195
마차, 46, 158
바사, 51, 159
하타, 59, 188
다바, 73, 179
마자, 95, 159
타차, 92, 182
가사, 50, 149
하바, 79, 144
사타, 78, 166
차라, 96, 160
다라, 51, 158
카바, 97, 157
파다, 70, 140
파카, 70, 186
카나, 58, 142
바사, 67, 147
하카, 71, 181
하차, 52, 175
가하, 78, 146
카사, 62, 156
가마, 56, 197
카타, 73, 162
카카, 85, 160
파자, 74, 191
카파, 69, 142
라차, 97, 195
마나, 72, 143
자아, 62, 185
가파, 75, 160
카라, 92, 140
자아, 73, 170
마마, 51, 179
자라, 98, 192
하라, 53, 155
파타, 63, 142
타파, 69, 141
파자, 64, 167
다라, 48, 144
마타, 64, 174
마나, 87, 157
나자, 96, 195
자나, 82, 160
타하, 63, 190
카자, 60, 157
타가, 47, 176
라사, 82, 173
하나, 65, 141
라타, 81, 192
마아, 87, 171
나나, 59, 140
가바, 74, 197
사파, 69, 167
타자, 88, 158
하나, 42, 185
다가, 48, 197
차다, 47, 158
타사, 68, 158
아차, 41, 149
다마, 44, 145
마자, 90, 159
파라, 85, 173
타가, 64, 165
다마, 75, 170
카하, 54, 150
카나, 71, 183
라하, 98, 178
다바, 57, 183
자타, 78, 182
라나, 43, 182
마자, 99, 172
타하, 74, 184
자하, 77, 167
차다, 79, 163
하바, 57, 157
아차, 52, 156
라가, 99, 152
카자, 61, 191
라차, 44, 155
사라, 65, 152
하카, 92, 152
아사, 61, 184
파가, 83, 155
나카, 43, 148
아사, 57, 162
나아, 44, 140
사차, 59, 173
카하, 93, 194
바차, 82, 156
사사, 59, 144
아타, 88, 183
아카, 76, 188
타자, 83, 187
카자, 73, 152
파파, 80, 165
타라, 96, 188
가사, 90, 184
다파, 55, 152
하가, 68, 173
라가, 43, 195
파다, 99, 169
자자, 50, 148
자나, 61, 165
다아, 72, 175
타마, 90, 186
하타, 85, 195
파아, 79, 173
자나, 51, 180
나다, 61, 160
하타, 74, 180
파가, 92, 160
나하, 45, 193
사라, 45, 185
다파, 92, 166
하파, 89, 176
자파, 64, 146
나아, 63, 167
차타, 96, 181
차자, 45, 181
다카, 56, 169
나자, 48, 147
차바, 43, 160
하나, 78, 193
하아, 93, 170
파아, 94, 174
다나, 92, 147
바나, 83, 187
아나, 87, 187
하가, 67, 160
바하, 49, 156
하라, 43, 144
나사, 48, 196
카마, 98, 147
사자, 56, 181
사나, 63, 174
나타, 97, 148
하다, 59, 159
바가, 48, 174
마타, 44, 188
카자, 86, 167
파아, 70, 165
카차, 85, 175
하마, 84, 194
라아, 53, 171
아파, 59, 189
다차, 62, 144
파가, 64, 151
아카, 76, 164
자자, 62, 154
파카, 40, 174
라아, 86, 167
차나, 89, 145
바파, 48, 197
아자, 78, 149
라사, 41, 141
다타, 48, 171
